@NAME,@WHENCREATED,@TYPE,@ALLOWAUTOMATICDELETION,@EXPORTFLAG,@TEMPLATE,@DATEVALIDATED,@WHENUPDATED,@DESCRIPTION,@VALIDATED,@UNIQUEIDENTIFIER,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER,RCWHOCREATEDTOUSER@WHOCREATED,RCWHOOWNSTOUSER@WHOOWNS,RCWHOUPDATEDTOUSER@WHOUPDATED
,2008-09-23T17:21:51,,-1,0,0,1899-12-30T00:00:00,2008-09-23T17:21:51,,0,a2d0d1f689b511dd9429001de065480b,7001e89ccb2b11db9435000e3573f0d3,ETOMPROCESS,c06e82e62a694a5888867c918c78eafc,ORGANIZATION,EVOLVEADMIN,EVOLVEADMIN,EVOLVEADMIN,,,
,2009-04-06T00:25:22,,-1,0,0,1899-12-30T00:00:00,2009-04-06T00:25:22,,0,a6883520223011deb424000e35d948d7,7600192fcb2b11db9435000e3573f0d3,ETOMPROCESS,d254d8720775497a82f1c348985e7343,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
,2009-04-02T18:02:40,,-1,0,0,1899-12-30T00:00:00,2009-04-02T18:02:40,,0,b0aa87b01f9f11deb424000e35d948d7,76001a31cb2b11db9435000e3573f0d3,ETOMPROCESS,1a3fb602aced4bf89b6f894b9117c6b3,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
,2009-03-31T17:57:53,,-1,0,0,1899-12-30T00:00:00,2009-03-31T17:57:53,,0,b0c1cbb01e0c11deb424000e35d948d7,7001e8bbcb2b11db9435000e3573f0d3,ETOMPROCESS,1a3fb602aced4bf89b6f894b9117c6b3,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
,2009-03-31T17:57:57,,-1,0,0,1899-12-30T00:00:00,2009-03-31T17:57:57,,0,b0c1cbb11e0c11deb424000e35d948d7,7001e8b4cb2b11db9435000e3573f0d3,ETOMPROCESS,1a3fb602aced4bf89b6f894b9117c6b3,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
,2009-03-31T17:57:59,,-1,0,0,1899-12-30T00:00:00,2009-03-31T17:57:59,,0,b0c1cbb21e0c11deb424000e35d948d7,7001e8d5cb2b11db9435000e3573f0d3,ETOMPROCESS,1a3fb602aced4bf89b6f894b9117c6b3,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
,2009-03-27T10:57:37,,-1,0,0,1899-12-30T00:00:00,2009-03-27T10:57:37,,0,b308dc701ab511deb424000e35d948d7,7001e83ccb2b11db9435000e3573f0d3,ETOMPROCESS,d254d8720775497a82f1c348985e7343,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
,2009-03-27T15:29:54,,-1,0,0,1899-12-30T00:00:00,2009-03-27T15:29:54,,0,bcc403801adb11deb424000e35d948d7,7001e953cb2b11db9435000e3573f0d3,ETOMPROCESS,c06e82e62a694a5888867c918c78eafc,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
,2010-04-23T00:16:52,,-1,0,0,1899-12-30T00:00:00,2010-04-23T00:16:52,,0,bffbb5f04e5c11dfb436000e35d948d7,7001e8abcb2b11db9435000e3573f0d3,ETOMPROCESS,d254d8720775497a82f1c348985e7343,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
,2009-04-05T23:57:31,,-1,0,0,1899-12-30T00:00:00,2009-04-05T23:57:31,,0,c2772a20222c11deb424000e35d948d7,76001a5dcb2b11db9435000e3573f0d3,ETOMPROCESS,d254d8720775497a82f1c348985e7343,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
,2009-04-06T00:40:29,,-1,0,0,1899-12-30T00:00:00,2009-04-06T00:40:29,,0,c2c44500223211deb424000e35d948d7,7001e9a4cb2b11db9435000e3573f0d3,ETOMPROCESS,1a3fb602aced4bf89b6f894b9117c6b3,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
,2009-10-01T16:57:46,,-1,0,0,1899-12-30T00:00:00,2009-10-01T16:57:46,,0,c68506d0ae9a11deb432000e35d948d7,fad3173f0ba711dd870a001e378839ac,ETOMPROCESS,c06e82e62a694a5888867c918c78eafc,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
,2009-03-27T13:57:11,,-1,0,0,1899-12-30T00:00:00,2009-03-27T13:57:11,,0,c8dbb9101ace11deb424000e35d948d7,760019efcb2b11db9435000e3573f0d3,ETOMPROCESS,d254d8720775497a82f1c348985e7343,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
,2009-03-27T10:58:18,,-1,0,0,1899-12-30T00:00:00,2009-03-27T10:58:18,,0,cb2adf801ab511deb424000e35d948d7,7001e9b3cb2b11db9435000e3573f0d3,ETOMPROCESS,d254d8720775497a82f1c348985e7343,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
,2009-03-27T10:58:27,,-1,0,0,1899-12-30T00:00:00,2009-03-27T10:58:27,,0,cb2adf811ab511deb424000e35d948d7,760019f6cb2b11db9435000e3573f0d3,ETOMPROCESS,1a3fb602aced4bf89b6f894b9117c6b3,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
,2009-03-31T14:31:13,,-1,0,0,1899-12-30T00:00:00,2009-03-31T14:31:13,,0,d1f896701def11deb424000e35d948d7,7001e8e6cb2b11db9435000e3573f0d3,ETOMPROCESS,c06e82e62a694a5888867c918c78eafc,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
,2009-08-17T14:45:21,,-1,0,0,1899-12-30T00:00:00,2009-08-17T14:45:21,,0,d2d90da08b2b11deb432000e35d948d7,7001e869cb2b11db9435000e3573f0d3,ETOMPROCESS,1a3fb602aced4bf89b6f894b9117c6b3,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
,2009-04-01T15:34:34,,-1,0,0,1899-12-30T00:00:00,2009-04-01T15:34:34,,0,d5cfbd801ec111deb424000e35d948d7,7bf6a4dccb2b11db9435000e3573f0d3,ETOMPROCESS,1a3fb602aced4bf89b6f894b9117c6b3,ORGANIZATION,ADMIN,ADMIN,ADMIN,,,
