@TYPE,@WHENCREATED,@TEMPLATE,@ALLOWAUTOMATICDELETION,@VALIDATED,@WHENUPDATED,@DESCRIPTION,@DATEVALIDATED,@EXPORTFLAG,@NAME,@UNIQUEIDENTIFIER,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
0adfe937525611db908800059a3c7800,2009-05-26T14:04:14,0,0,0,2009-05-28T14:45:17,,1899-12-30T00:00:00,0,,005dc2204a2811de8686002170a82a63,e1ba9d0539d811db9075004096a6c0fb,TAMAPPLICATION,76001888cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-05-26T15:37:36,0,0,0,2009-05-26T15:37:36,,1899-12-30T00:00:00,0,,0bb228184a3511de8686002170a82a63,e1ba9d0639d811db9075004096a6c0fb,TAMAPPLICATION,7001e850cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe936525611db908800059a3c7800,2008-06-18T16:32:31,0,0,0,2008-06-18T16:32:31,,1899-12-30T00:00:00,0,,0e61e33c3d7e11dd89e90015c54ddcd2,cb1b5a2213a211ddad71001e378839ac,TAMAPPLICATION,7001e883cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe937525611db908800059a3c7800,2008-06-17T15:51:04,0,0,0,2008-06-17T15:51:04,,1899-12-30T00:00:00,0,,196efc363caf11dd89e50015c54ddcd2,324578e10edf11dc87b800059a3c7800,TAMAPPLICATION,7001e8cccb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe936525611db908800059a3c7800,2009-04-24T11:01:10,0,0,0,2009-04-24T11:01:10,,1899-12-30T00:00:00,0,,206407c030e911de866a002170a82a63,87fa3a7d192911dc87c400059a3c7800,TAMAPPLICATION,7001e936cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-05-26T15:38:13,0,0,0,2009-05-26T15:38:13,,1899-12-30T00:00:00,0,,218b21b44a3511de8686002170a82a63,6cb9a3b3030411dc878f00059a3c7800,TAMAPPLICATION,7001e8e6cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-09-09T14:01:29,0,0,0,2009-09-09T14:01:29,,1899-12-30T00:00:00,0,,2db5108a9d7311de86db002170a82a63,61f675820e1f11dc87b800059a3c7800,TAMAPPLICATION,7001e955cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-11-05T16:06:59,0,0,0,2012-11-05T16:06:59,,1899-12-30T00:00:00,0,,31e89d8d279511e2ba69f04da23a38c8,5c3a267767c411e1a5f7002564cb911c,TAMAPPLICATION,de684c300bbb11dd870a001e378839ac,ETOMPROCESS,DFREED,DFREED,DFREED
0adfe936525611db908800059a3c7800,2008-06-20T16:38:19,0,0,0,2008-06-20T16:38:19,,1899-12-30T00:00:00,0,,3217c36a3f1111dd89e90015c54ddcd2,3b5bc7f113d711ddad71001e378839ac,TAMAPPLICATION,7001e94dcb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe936525611db908800059a3c7800,2008-08-05T13:06:26,0,0,0,2008-08-05T13:06:26,,1899-12-30T00:00:00,0,,37d86588631911dd8a1c0015c54ddcd2,bf1cd0640eeb11dc87b800059a3c7800,TAMAPPLICATION,760018b1cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe937525611db908800059a3c7800,2008-06-17T15:51:56,0,0,0,2008-06-17T15:51:56,,1899-12-30T00:00:00,0,,3811ed083caf11dd89e50015c54ddcd2,324578e10edf11dc87b800059a3c7800,TAMAPPLICATION,7001e883cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-10-19T13:21:35,0,0,0,2009-10-19T13:21:35,,1899-12-30T00:00:00,0,,3b3d0796bcdc11de870d002170a82a63,ead885f202fd11dc878f00059a3c7800,TAMAPPLICATION,7001e953cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe937525611db908800059a3c7800,2008-06-17T14:40:39,0,0,0,2008-06-17T14:40:39,,1899-12-30T00:00:00,0,,42e10ea23ca511dd89e50015c54ddcd2,324578e10edf11dc87b800059a3c7800,TAMAPPLICATION,7001e846cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe936525611db908800059a3c7800,2008-06-20T16:39:05,0,0,0,2008-06-20T16:39:05,,1899-12-30T00:00:00,0,,4d9cabf03f1111dd89e90015c54ddcd2,3b5bc7f113d711ddad71001e378839ac,TAMAPPLICATION,7001e94ccb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe936525611db908800059a3c7800,2008-08-05T15:23:04,0,0,0,2008-08-05T15:23:04,,1899-12-30T00:00:00,0,,4df01f73632c11dd8a1c0015c54ddcd2,35ace5130eeb11dc87b800059a3c7800,TAMAPPLICATION,760018b1cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe936525611db908800059a3c7800,2008-08-05T13:07:10,0,0,0,2008-08-05T13:07:10,,1899-12-30T00:00:00,0,,51b659c6631911dd8a1c0015c54ddcd2,cfd9f1962f1f11dc87db00059a3c7800,TAMAPPLICATION,760018b8cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-11-05T16:07:58,0,0,0,2012-11-05T16:07:58,,1899-12-30T00:00:00,0,,5540fc0b279511e2ba69f04da23a38c8,5c3a267767c411e1a5f7002564cb911c,TAMAPPLICATION,7001e869cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
,2012-11-05T16:08:07,0,0,0,2012-11-05T16:08:07,,1899-12-30T00:00:00,0,,5540fc0c279511e2ba69f04da23a38c8,5c3a267767c411e1a5f7002564cb911c,TAMAPPLICATION,4422ca610bc011dd870a001e378839ac,ETOMPROCESS,DFREED,DFREED,DFREED
0adfe936525611db908800059a3c7800,2009-04-24T11:02:42,0,0,0,2009-04-24T11:02:42,,1899-12-30T00:00:00,0,,56a4449e30e911de866a002170a82a63,70ba15b52f2011dc87db00059a3c7800,TAMAPPLICATION,760018b8cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe936525611db908800059a3c7800,2009-04-24T11:02:46,0,0,0,2009-04-24T11:02:46,,1899-12-30T00:00:00,0,,56a4449f30e911de866a002170a82a63,d02678a62f1d11dc87db00059a3c7800,TAMAPPLICATION,760018b8cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe937525611db908800059a3c7800,2008-06-16T16:44:16,0,0,0,2008-06-16T16:44:16,,1899-12-30T00:00:00,0,,5d68226d3bed11dd89e50015c54ddcd2,324578e10edf11dc87b800059a3c7800,TAMAPPLICATION,7001e836cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-10-24T05:52:56,0,0,0,2012-10-24T05:52:56,,1899-12-30T00:00:00,0,,60124f1e1dd111e29891f04da23a38c8,1185072567ad11e1a5f7002564cb911c,TAMAPPLICATION,fad3173d0ba711dd870a001e378839ac,ETOMPROCESS,DFREED,DFREED,DFREED
,2009-10-16T08:54:21,0,0,0,2009-10-16T08:54:21,,1899-12-30T00:00:00,0,,67628675ba5b11de8709002170a82a63,0ee3797e049611dc878f00059a3c7800,TAMAPPLICATION,7001e874cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-10-16T08:54:25,0,0,0,2009-10-16T08:54:25,,1899-12-30T00:00:00,0,,67628676ba5b11de8709002170a82a63,cb1b5a2513a211ddad71001e378839ac,TAMAPPLICATION,7001e874cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-10-16T08:54:30,0,0,0,2009-10-16T08:54:30,,1899-12-30T00:00:00,0,,67628677ba5b11de8709002170a82a63,cb1b5a2613a211ddad71001e378839ac,TAMAPPLICATION,7001e874cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-10-24T05:53:20,0,0,0,2012-10-24T05:53:20,,1899-12-30T00:00:00,0,,6ddd65121dd111e29891f04da23a38c8,e19f682667ad11e1a5f7002564cb911c,TAMAPPLICATION,fad3173e0ba711dd870a001e378839ac,ETOMPROCESS,DFREED,DFREED,DFREED
,2012-10-24T05:53:26,0,0,0,2012-10-24T05:53:26,,1899-12-30T00:00:00,0,,6ddd65131dd111e29891f04da23a38c8,e19f682667ad11e1a5f7002564cb911c,TAMAPPLICATION,fad3173f0ba711dd870a001e378839ac,ETOMPROCESS,DFREED,DFREED,DFREED
,2009-10-16T09:16:11,0,0,0,2009-10-16T09:16:11,,1899-12-30T00:00:00,0,,73f6ba2dba5e11de8709002170a82a63,911c7d5213d811ddad71001e378839ac,TAMAPPLICATION,7001e94ccb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-10-16T09:16:15,0,0,0,2009-10-16T09:16:15,,1899-12-30T00:00:00,0,,73f6ba2eba5e11de8709002170a82a63,911c7d5213d811ddad71001e378839ac,TAMAPPLICATION,7001e94dcb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-10-24T05:53:33,0,0,0,2012-10-24T05:53:33,,1899-12-30T00:00:00,0,,75b7179f1dd111e29891f04da23a38c8,e19f682667ad11e1a5f7002564cb911c,TAMAPPLICATION,fad317400ba711dd870a001e378839ac,ETOMPROCESS,DFREED,DFREED,DFREED
0adfe937525611db908800059a3c7800,2008-06-17T14:42:08,0,0,0,2008-06-17T14:42:08,,1899-12-30T00:00:00,0,,77dcac913ca511dd89e50015c54ddcd2,324578e10edf11dc87b800059a3c7800,TAMAPPLICATION,7001e850cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe937525611db908800059a3c7800,2008-08-04T11:58:07,0,0,0,2008-08-04T11:58:07,,1899-12-30T00:00:00,0,,8232c332624611dd8a1c0015c54ddcd2,3c3066d802fe11dc878f00059a3c7800,TAMAPPLICATION,7001e877cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe936525611db908800059a3c7800,2008-07-01T09:53:55,0,0,0,2008-07-01T09:53:55,,1899-12-30T00:00:00,0,,8620bc03477d11dd89f40015c54ddcd2,3da3178a12b611dc87b800059a3c7800,TAMAPPLICATION,7001e880cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe936525611db908800059a3c7800,2008-06-16T16:02:41,0,0,0,2008-06-16T16:02:41,,1899-12-30T00:00:00,0,,8e2d30ed3be711dd89e50015c54ddcd2,324578e10edf11dc87b800059a3c7800,TAMAPPLICATION,7001e93acb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe937525611db908800059a3c7800,2008-08-04T11:58:29,0,0,0,2008-08-04T11:58:29,,1899-12-30T00:00:00,0,,8f70ba3e624611dd8a1c0015c54ddcd2,3b5bc7f113d711ddad71001e378839ac,TAMAPPLICATION,7001e877cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-11-05T16:09:40,0,0,0,2012-11-05T16:09:40,,1899-12-30T00:00:00,0,,919e98c2279511e2ba69f04da23a38c8,e19f682667ad11e1a5f7002564cb911c,TAMAPPLICATION,fad317410ba711dd870a001e378839ac,ETOMPROCESS,DFREED,DFREED,DFREED
0adfe936525611db908800059a3c7800,2008-09-17T14:41:08,0,0,0,2008-09-17T14:41:08,,1899-12-30T00:00:00,0,,92862a3084f011dd8a450015c54ddcd2,7da5d8ed0ee011dc87b800059a3c7800,TAMAPPLICATION,760018afcb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-10-19T13:31:32,0,0,0,2009-10-19T13:31:32,,1899-12-30T00:00:00,0,,9f6182eebcdd11de870d002170a82a63,3da3178a12b611dc87b800059a3c7800,TAMAPPLICATION,7001e943cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-10-19T13:31:37,0,0,0,2009-10-19T13:31:37,,1899-12-30T00:00:00,0,,9f6182efbcdd11de870d002170a82a63,3f09598502ff11dc878f00059a3c7800,TAMAPPLICATION,7001e943cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe936525611db908800059a3c7800,2008-10-13T14:32:08,0,0,0,2008-10-13T14:32:08,,1899-12-30T00:00:00,0,,9f636843995d11dd8a690015c54ddcd2,e1ba9d0539d811db9075004096a6c0fb,TAMAPPLICATION,76001886cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-10-17T06:10:23,0,0,0,2012-10-17T06:10:23,,1899-12-30T00:00:00,0,,a6b7e667185311e28fd0f04da23a38c8,7e4738d81eb311e0b75a002564cb911c,TAMAPPLICATION,efe738aa8b9e11df89d30026b9bf6441,ETOMPROCESS,DFREED,DFREED,DFREED
,2012-09-11T16:25:58,0,0,0,2012-09-11T16:25:58,,1899-12-30T00:00:00,0,,ae37ba9ffc5f11e1964cf04da23a38c8,929289c964b911e1aa36002564cb911c,TAMAPPLICATION,7001e955cb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
0adfe937525611db908800059a3c7800,2008-06-17T16:16:46,0,0,0,2008-06-17T16:16:46,,1899-12-30T00:00:00,0,,b027e1623cb211dd89e50015c54ddcd2,324578e10edf11dc87b800059a3c7800,TAMAPPLICATION,7001e877cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe937525611db908800059a3c7800,2009-05-26T13:33:22,0,0,0,2009-05-28T14:20:39,,1899-12-30T00:00:00,0,,b06fbfc04a2311de8686002170a82a63,6c27e7370fbe11dc87b800059a3c7800,TAMAPPLICATION,76001888cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-10-16T08:56:30,0,0,0,2009-10-16T08:56:30,,1899-12-30T00:00:00,0,,b4100783ba5b11de8709002170a82a63,cb1b5a2713a211ddad71001e378839ac,TAMAPPLICATION,7001e94ccb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-10-19T13:32:11,0,0,0,2009-10-19T13:32:11,,1899-12-30T00:00:00,0,,b677d516bcdd11de870d002170a82a63,3f09598502ff11dc878f00059a3c7800,TAMAPPLICATION,7001e880cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
0adfe937525611db908800059a3c7800,2008-09-17T08:51:43,0,0,0,2008-09-17T08:51:43,,1899-12-30T00:00:00,0,,c23c4d9484bf11dd8a450015c54ddcd2,44cf8fd1166e11ddad71001e378839ac,TAMAPPLICATION,760018b4cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2010-01-25T13:56:46,0,0,0,2010-01-25T13:56:46,,1899-12-30T00:00:00,0,,c419194409eb11df8772002170a82a63,24c2d9ef817811db9401000e3573f0d3,TAMAPPLICATION,7001e943cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-10-30T14:52:33,0,0,0,2012-10-30T14:52:33,,1899-12-30T00:00:00,0,,c71c165d22d311e2bbcaf04da23a38c8,f634f57267c211e1a5f7002564cb911c,TAMAPPLICATION,7001e86ccb2b11db9435000e3573f0d3,ETOMPROCESS,DFREED,DFREED,DFREED
0adfe936525611db908800059a3c7800,2008-10-13T14:33:15,0,0,0,2008-10-13T14:33:15,,1899-12-30T00:00:00,0,,c73feb1b995d11dd8a690015c54ddcd2,e1ba9cfd39d811db9075004096a6c0fb,TAMAPPLICATION,76001887cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2010-01-25T13:56:59,0,0,0,2010-01-25T13:56:59,,1899-12-30T00:00:00,0,,cb8573ef09eb11df8772002170a82a63,24c2d9ef817811db9401000e3573f0d3,TAMAPPLICATION,7001e880cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-10-19T13:32:54,0,0,0,2009-10-19T13:32:54,,1899-12-30T00:00:00,0,,d02c19d6bcdd11de870d002170a82a63,3f09598502ff11dc878f00059a3c7800,TAMAPPLICATION,7001e945cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-10-19T13:32:58,0,0,0,2009-10-19T13:32:58,,1899-12-30T00:00:00,0,,d02c19d7bcdd11de870d002170a82a63,3f09598502ff11dc878f00059a3c7800,TAMAPPLICATION,7001e944cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-10-19T13:33:02,0,0,0,2009-10-19T13:33:02,,1899-12-30T00:00:00,0,,d02c19d8bcdd11de870d002170a82a63,3f09598502ff11dc878f00059a3c7800,TAMAPPLICATION,7001e942cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2010-01-25T13:57:13,0,0,0,2010-01-25T13:57:13,,1899-12-30T00:00:00,0,,d4209fb309eb11df8772002170a82a63,24c2d9ef817811db9401000e3573f0d3,TAMAPPLICATION,7001e945cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-10-30T14:53:04,0,0,0,2012-10-30T14:53:04,,1899-12-30T00:00:00,0,,d97d195222d311e2bbcaf04da23a38c8,5c3a267767c411e1a5f7002564cb911c,TAMAPPLICATION,4422ca600bc011dd870a001e378839ac,ETOMPROCESS,DFREED,DFREED,DFREED
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:00,0,0,0,2012-05-17T12:11:00,,1899-12-30T00:00:00,0,,e3f92939a03a11e1ac75002564cb911c,61f675820e1f11dc87b800059a3c7800,TAMAPPLICATION,7001e955cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:00,0,0,0,2012-05-17T12:11:00,,1899-12-30T00:00:00,0,,e3f9293ca03a11e1ac75002564cb911c,467a59c802ff11dc878f00059a3c7800,TAMAPPLICATION,7001e93ccb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:00,0,0,0,2012-05-17T12:11:00,,1899-12-30T00:00:00,0,,e3f92943a03a11e1ac75002564cb911c,7e4738d81eb311e0b75a002564cb911c,TAMAPPLICATION,63fe33688b9e11df89d30026b9bf6441,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:00,0,0,0,2012-05-17T12:11:01,,1899-12-30T00:00:00,0,,e3f92946a03a11e1ac75002564cb911c,2eda2ea002fe11dc878f00059a3c7800,TAMAPPLICATION,7001e877cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:01,0,0,0,2012-05-17T12:11:01,,1899-12-30T00:00:00,0,,e3f92949a03a11e1ac75002564cb911c,3c3066d802fe11dc878f00059a3c7800,TAMAPPLICATION,7001e877cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:01,0,0,0,2012-05-17T12:11:01,,1899-12-30T00:00:00,0,,e3f9294ca03a11e1ac75002564cb911c,3c3066d802fe11dc878f00059a3c7800,TAMAPPLICATION,7001e94ccb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:01,0,0,0,2012-05-17T12:11:01,,1899-12-30T00:00:00,0,,e3f9294ea03a11e1ac75002564cb911c,3c3066d802fe11dc878f00059a3c7800,TAMAPPLICATION,7001e94dcb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:01,0,0,0,2012-05-17T12:11:01,,1899-12-30T00:00:00,0,,e3f92951a03a11e1ac75002564cb911c,3da3178a12b611dc87b800059a3c7800,TAMAPPLICATION,7001e943cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:01,0,0,0,2012-05-17T12:11:01,,1899-12-30T00:00:00,0,,e3f92953a03a11e1ac75002564cb911c,cb1b5a2013a211ddad71001e378839ac,TAMAPPLICATION,7001e953cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:01,0,0,0,2012-05-17T12:11:01,,1899-12-30T00:00:00,0,,e3f92955a03a11e1ac75002564cb911c,cb1b5a2013a211ddad71001e378839ac,TAMAPPLICATION,63fe33688b9e11df89d30026b9bf6441,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:01,0,0,0,2012-05-17T12:11:01,,1899-12-30T00:00:00,0,,e3f92957a03a11e1ac75002564cb911c,cb1b5a2113a211ddad71001e378839ac,TAMAPPLICATION,7001e953cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:01,0,0,0,2012-05-17T12:11:01,,1899-12-30T00:00:00,0,,e3f92959a03a11e1ac75002564cb911c,ead885f202fd11dc878f00059a3c7800,TAMAPPLICATION,7001e950cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:01,0,0,0,2012-05-17T12:11:01,,1899-12-30T00:00:00,0,,e3f9295ca03a11e1ac75002564cb911c,ead885f202fd11dc878f00059a3c7800,TAMAPPLICATION,3d04324c0b3711dd870a001e378839ac,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-05-17T12:11:01,0,0,0,2012-05-17T12:11:01,,1899-12-30T00:00:00,0,,e3f9295fa03a11e1ac75002564cb911c,f634f57267c211e1a5f7002564cb911c,TAMAPPLICATION,4422ca600bc011dd870a001e378839ac,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-05-17T12:11:01,0,0,0,2012-05-17T12:11:01,,1899-12-30T00:00:00,0,,e3f92961a03a11e1ac75002564cb911c,f634f57267c211e1a5f7002564cb911c,TAMAPPLICATION,4422ca610bc011dd870a001e378839ac,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2012-05-17T12:11:01,0,0,0,2012-05-17T12:11:01,,1899-12-30T00:00:00,0,,e3f92963a03a11e1ac75002564cb911c,f634f57267c211e1a5f7002564cb911c,TAMAPPLICATION,c8d1d7300bbe11dd870a001e378839ac,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:02,0,0,0,2012-05-17T12:11:02,,1899-12-30T00:00:00,0,,e3f9297fa03a11e1ac75002564cb911c,af2b09480ea611e0bc42002564cb911c,TAMAPPLICATION,3d04324c0b3711dd870a001e378839ac,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:02,0,0,0,2012-05-17T12:11:02,,1899-12-30T00:00:00,0,,e3f92981a03a11e1ac75002564cb911c,46dc507d1eb311e0b75a002564cb911c,TAMAPPLICATION,6a0a98e0aa8311dd9438001de065480b,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:02,0,0,0,2012-05-17T12:11:02,,1899-12-30T00:00:00,0,,e3f92983a03a11e1ac75002564cb911c,46dc507d1eb311e0b75a002564cb911c,TAMAPPLICATION,e27e7afc0b5a11dd870a001e378839ac,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:02,0,0,0,2012-05-17T12:11:02,,1899-12-30T00:00:00,0,,e3f92985a03a11e1ac75002564cb911c,46dc507d1eb311e0b75a002564cb911c,TAMAPPLICATION,da0152dc0b5a11dd870a001e378839ac,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:02,0,0,0,2012-05-17T12:11:02,,1899-12-30T00:00:00,0,,e3f92987a03a11e1ac75002564cb911c,e1ba9d0f39d811db9075004096a6c0fb,TAMAPPLICATION,7001e950cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:02,0,0,0,2012-05-17T12:11:02,,1899-12-30T00:00:00,0,,e3f9298aa03a11e1ac75002564cb911c,e1ba9d0f39d811db9075004096a6c0fb,TAMAPPLICATION,7001e954cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:02,0,0,0,2012-05-17T12:11:02,,1899-12-30T00:00:00,0,,e3f9298ca03a11e1ac75002564cb911c,9a5abd7f02ff11dc878f00059a3c7800,TAMAPPLICATION,7001e874cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:03,0,0,0,2012-05-17T12:11:03,,1899-12-30T00:00:00,0,,e3f92993a03a11e1ac75002564cb911c,0ee3797e049611dc878f00059a3c7800,TAMAPPLICATION,7001e874cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:03,0,0,0,2012-05-17T12:11:03,,1899-12-30T00:00:00,0,,e3f9299ca03a11e1ac75002564cb911c,70ba15b52f2011dc87db00059a3c7800,TAMAPPLICATION,760018b8cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:03,0,0,0,2012-05-17T12:11:03,,1899-12-30T00:00:00,0,,e3f9299ea03a11e1ac75002564cb911c,44cf8fd2166e11ddad71001e378839ac,TAMAPPLICATION,7001e9d6cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:03,0,0,0,2012-05-17T12:11:03,,1899-12-30T00:00:00,0,,e3f929a1a03a11e1ac75002564cb911c,324578e10edf11dc87b800059a3c7800,TAMAPPLICATION,7001e93acb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:03,0,0,0,2012-05-17T12:11:03,,1899-12-30T00:00:00,0,,e3f929a4a03a11e1ac75002564cb911c,bf1cd0640eeb11dc87b800059a3c7800,TAMAPPLICATION,760018b1cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
